#gene_id	gene_symbol	rank	score	hpo_implicated	hpo_description_implicated	phenotype_specificity
23096	IQSEC2	508	1.67	[{'HP:0000540': 0.4}, {'HP:0000347': 0.2}, {'HP:0001508': 0.2}, {'HP:0000343': 0.2}, {'HP:0001328': 0.3}]	[{'Hypermetropia': 0.4}, {'Micrognathia': 0.2}, {'Failure to thrive': 0.2}, {'Long philtrum': 0.2}, {'Specific learning disability': 0.3}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
26128	KIFBP	509	1.67	[{'HP:0000540': 0.2}, {'HP:0001629': 0.2}, {'HP:0000343': 0.1}, {'HP:0000369': 0.4}, {'HP:0000476': 0.1}, {'HP:0001328': 0.3}]	[{'Hypermetropia': 0.2}, {'Ventricular septal defect': 0.2}, {'Long philtrum': 0.1}, {'Low-set ears': 0.4}, {'Cystic hygroma': 0.1}, {'Specific learning disability': 0.3}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
5915	RARB	510	1.67	[{'HP:0000347': 0.4}, {'HP:0001629': 0.5}, {'HP:0001508': 0.2}, {'HP:0000369': 0.2}]	[{'Micrognathia': 0.4}, {'Ventricular septal defect': 0.5}, {'Failure to thrive': 0.2}, {'Low-set ears': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
8854	ALDH1A2	511	1.67	[{'HP:0000347': 0.3}, {'HP:0001629': 0.3}, {'HP:0000369': 0.3}, {'HP:0000476': 0.4}]	[{'Micrognathia': 0.3}, {'Ventricular septal defect': 0.3}, {'Low-set ears': 0.3}, {'Cystic hygroma': 0.4}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
10907	TXNL4A	512	1.67	[{'HP:0000347': 0.4}, {'HP:0001629': 0.4}, {'HP:0000343': 0.3}]	[{'Micrognathia': 0.4}, {'Ventricular septal defect': 0.4}, {'Long philtrum': 0.3}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
5308	PITX2	513	1.66	[{'HP:0011723': 0.1}, {'HP:0000540': 0.1}, {'HP:0000347': 0.3}, {'HP:0001508': 0.1}, {'HP:0000343': 0.1}, {'HP:0000369': 0.1}, {'HP:0000476': 0.1}, {'HP:0001195': 0.2}, {'HP:0001328': 0.1}]	[{'Congenital malformation of the right heart': 0.1}, {'Hypermetropia': 0.1}, {'Micrognathia': 0.3}, {'Failure to thrive': 0.1}, {'Long philtrum': 0.1}, {'Low-set ears': 0.1}, {'Cystic hygroma': 0.1}, {'Single umbilical artery': 0.2}, {'Specific learning disability': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
5528	PPP2R5D	514	1.66	[{'HP:0000540': 0.1}, {'HP:0001629': 0.3}, {'HP:0000343': 0.3}, {'HP:0000369': 0.2}, {'HP:0000476': 0.1}, {'HP:0001328': 0.2}]	[{'Hypermetropia': 0.1}, {'Ventricular septal defect': 0.3}, {'Long philtrum': 0.3}, {'Low-set ears': 0.2}, {'Cystic hygroma': 0.1}, {'Specific learning disability': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
389827	MYMK	515	1.66	[{'HP:0000347': 0.6}, {'HP:0001508': 0.4}, {'HP:0000343': 0.3}]	[{'Micrognathia': 0.6}, {'Failure to thrive': 0.4}, {'Long philtrum': 0.3}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
55181	SMG8	516	1.66	[{'HP:0000540': 0.1}, {'HP:0000347': 0.3}, {'HP:0001629': 0.2}, {'HP:0000343': 0.3}, {'HP:0000369': 0.3}]	[{'Hypermetropia': 0.1}, {'Micrognathia': 0.3}, {'Ventricular septal defect': 0.2}, {'Long philtrum': 0.3}, {'Low-set ears': 0.3}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
25885	POLR1A	517	1.66	[{'HP:0011723': 0.1}, {'HP:0000347': 0.4}, {'HP:0001629': 0.2}, {'HP:0001508': 0.1}, {'HP:0000369': 0.2}]	[{'Congenital malformation of the right heart': 0.1}, {'Micrognathia': 0.4}, {'Ventricular septal defect': 0.2}, {'Failure to thrive': 0.1}, {'Low-set ears': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
9786	KIAA0586	518	1.66	[{'HP:0000540': 0.1}, {'HP:0000347': 0.2}, {'HP:0001508': 0.2}, {'HP:0000369': 0.4}, {'HP:0000476': 0.1}]	[{'Hypermetropia': 0.1}, {'Micrognathia': 0.2}, {'Failure to thrive': 0.2}, {'Low-set ears': 0.4}, {'Cystic hygroma': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
5745	PTH1R	519	1.65	[{'HP:0000347': 0.6}, {'HP:0000343': 0.3}, {'HP:0000369': 0.2}]	[{'Micrognathia': 0.6}, {'Long philtrum': 0.3}, {'Low-set ears': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
5277	PIGA	520	1.65	[{'HP:0000347': 0.4}, {'HP:0001508': 0.2}, {'HP:0000343': 0.1}, {'HP:0000369': 0.1}, {'HP:0000476': 0.1}]	[{'Micrognathia': 0.4}, {'Failure to thrive': 0.2}, {'Long philtrum': 0.1}, {'Low-set ears': 0.1}, {'Cystic hygroma': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
9321	TRIP11	521	1.65	[{'HP:0000347': 0.2}, {'HP:0000819': 0.1}, {'HP:0000343': 0.4}, {'HP:0000369': 0.2}, {'HP:0000476': 0.3}]	[{'Micrognathia': 0.2}, {'Diabetes mellitus': 0.1}, {'Long philtrum': 0.4}, {'Low-set ears': 0.2}, {'Cystic hygroma': 0.3}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
2132	EXT2	522	1.65	[{'HP:0000540': 0.1}, {'HP:0000347': 0.2}, {'HP:0001629': 0.4}, {'HP:0000343': 0.3}]	[{'Hypermetropia': 0.1}, {'Micrognathia': 0.2}, {'Ventricular septal defect': 0.4}, {'Long philtrum': 0.3}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
54916	TMEM260	523	1.65	[{'HP:0011723': 0.1}, {'HP:0001629': 0.5}, {'HP:0000369': 0.2}, {'HP:0000476': 0.1}, {'HP:0001195': 0.1}]	[{'Congenital malformation of the right heart': 0.1}, {'Ventricular septal defect': 0.5}, {'Low-set ears': 0.2}, {'Cystic hygroma': 0.1}, {'Single umbilical artery': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
8314	BAP1	524	1.65	[{'HP:0000540': 0.1}, {'HP:0001629': 0.2}, {'HP:0001508': 0.1}, {'HP:0000343': 0.3}, {'HP:0000369': 0.3}, {'HP:0000476': 0.1}]	[{'Hypermetropia': 0.1}, {'Ventricular septal defect': 0.2}, {'Failure to thrive': 0.1}, {'Long philtrum': 0.3}, {'Low-set ears': 0.3}, {'Cystic hygroma': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
120892	LRRK2	525	1.64	[{'HP:0011723': 0.1}, {'HP:0000540': 0.1}, {'HP:0000347': 0.1}, {'HP:0000819': 0.1}, {'HP:0001629': 0.1}, {'HP:0001508': 0.1}, {'HP:0000343': 0.1}, {'HP:0000369': 0.1}, {'HP:0000476': 0.1}, {'HP:0001195': 0.1}, {'HP:0001328': 0.1}]	[{'Congenital malformation of the right heart': 0.1}, {'Hypermetropia': 0.1}, {'Micrognathia': 0.1}, {'Diabetes mellitus': 0.1}, {'Ventricular septal defect': 0.1}, {'Failure to thrive': 0.1}, {'Long philtrum': 0.1}, {'Low-set ears': 0.1}, {'Cystic hygroma': 0.1}, {'Single umbilical artery': 0.1}, {'Specific learning disability': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
84168	ANTXR1	526	1.64	[{'HP:0000540': 0.1}, {'HP:0000347': 0.4}, {'HP:0001508': 0.1}, {'HP:0000343': 0.3}, {'HP:0000369': 0.2}]	[{'Hypermetropia': 0.1}, {'Micrognathia': 0.4}, {'Failure to thrive': 0.1}, {'Long philtrum': 0.3}, {'Low-set ears': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
64840	PORCN	527	1.64	[{'HP:0011723': 0.1}, {'HP:0000347': 0.2}, {'HP:0001629': 0.3}, {'HP:0000369': 0.4}]	[{'Congenital malformation of the right heart': 0.1}, {'Micrognathia': 0.2}, {'Ventricular septal defect': 0.3}, {'Low-set ears': 0.4}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
26173	INTS1	528	1.64	[{'HP:0000540': 0.1}, {'HP:0000347': 0.4}, {'HP:0001508': 0.1}, {'HP:0000343': 0.3}, {'HP:0000369': 0.3}, {'HP:0000476': 0.1}]	[{'Hypermetropia': 0.1}, {'Micrognathia': 0.4}, {'Failure to thrive': 0.1}, {'Long philtrum': 0.3}, {'Low-set ears': 0.3}, {'Cystic hygroma': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
10297	APC2	529	1.64	[{'HP:0000540': 0.3}, {'HP:0001629': 0.3}, {'HP:0001328': 0.5}]	[{'Hypermetropia': 0.3}, {'Ventricular septal defect': 0.3}, {'Specific learning disability': 0.5}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
7476	WNT7A	530	1.64	[{'HP:0011723': 0.2}, {'HP:0000347': 0.4}, {'HP:0000369': 0.4}, {'HP:0000476': 0.1}]	[{'Congenital malformation of the right heart': 0.2}, {'Micrognathia': 0.4}, {'Low-set ears': 0.4}, {'Cystic hygroma': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
6659	SOX4	531	1.63	[{'HP:0000540': 0.1}, {'HP:0001629': 0.4}, {'HP:0000343': 0.1}, {'HP:0000369': 0.3}, {'HP:0001328': 0.1}]	[{'Hypermetropia': 0.1}, {'Ventricular septal defect': 0.4}, {'Long philtrum': 0.1}, {'Low-set ears': 0.3}, {'Specific learning disability': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
4313	MMP2	532	1.63	[{'HP:0011723': 0.3}, {'HP:0000347': 0.2}, {'HP:0000819': 0.3}, {'HP:0001629': 0.3}]	[{'Congenital malformation of the right heart': 0.3}, {'Micrognathia': 0.2}, {'Diabetes mellitus': 0.3}, {'Ventricular septal defect': 0.3}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
5908	RAP1B	533	1.63	[{'HP:0000540': 0.2}, {'HP:0000347': 0.2}, {'HP:0001629': 0.2}, {'HP:0001508': 0.1}, {'HP:0000343': 0.2}, {'HP:0000369': 0.2}, {'HP:0001328': 0.3}]	[{'Hypermetropia': 0.2}, {'Micrognathia': 0.2}, {'Ventricular septal defect': 0.2}, {'Failure to thrive': 0.1}, {'Long philtrum': 0.2}, {'Low-set ears': 0.2}, {'Specific learning disability': 0.3}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
93986	FOXP2	534	1.63	[{'HP:0000343': 0.3}, {'HP:0000369': 0.2}, {'HP:0000476': 0.1}, {'HP:0001328': 0.5}]	[{'Long philtrum': 0.3}, {'Low-set ears': 0.2}, {'Cystic hygroma': 0.1}, {'Specific learning disability': 0.5}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
5015	OTX2	535	1.63	[{'HP:0000540': 0.3}, {'HP:0000347': 0.3}, {'HP:0000819': 0.3}, {'HP:0001508': 0.1}, {'HP:0000369': 0.2}]	[{'Hypermetropia': 0.3}, {'Micrognathia': 0.3}, {'Diabetes mellitus': 0.3}, {'Failure to thrive': 0.1}, {'Low-set ears': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
10651	MTX2	536	1.63	[{'HP:0000347': 0.4}, {'HP:0001508': 0.3}, {'HP:0000343': 0.3}, {'HP:0000476': 0.1}]	[{'Micrognathia': 0.4}, {'Failure to thrive': 0.3}, {'Long philtrum': 0.3}, {'Cystic hygroma': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
6872	TAF1	537	1.62	[{'HP:0000540': 0.1}, {'HP:0000347': 0.2}, {'HP:0000343': 0.4}, {'HP:0000369': 0.4}, {'HP:0000476': 0.1}]	[{'Hypermetropia': 0.1}, {'Micrognathia': 0.2}, {'Long philtrum': 0.4}, {'Low-set ears': 0.4}, {'Cystic hygroma': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
2475	MTOR	538	1.62	[{'HP:0000347': 0.1}, {'HP:0001508': 0.1}, {'HP:0000343': 0.5}, {'HP:0001195': 0.1}, {'HP:0001328': 0.3}]	[{'Micrognathia': 0.1}, {'Failure to thrive': 0.1}, {'Long philtrum': 0.5}, {'Single umbilical artery': 0.1}, {'Specific learning disability': 0.3}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
6513	SLC2A1	539	1.62	[{'HP:0001508': 0.2}, {'HP:0000343': 0.3}, {'HP:0000476': 0.1}, {'HP:0001328': 0.6}]	[{'Failure to thrive': 0.2}, {'Long philtrum': 0.3}, {'Cystic hygroma': 0.1}, {'Specific learning disability': 0.6}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
3172	HNF4A	540	1.62	[{'HP:0000819': 0.9}, {'HP:0000343': 0.1}, {'HP:0001328': 0.1}]	[{'Diabetes mellitus': 0.9}, {'Long philtrum': 0.1}, {'Specific learning disability': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
9158	FIBP	541	1.62	[{'HP:0000540': 0.2}, {'HP:0001629': 0.4}, {'HP:0001328': 0.7}]	[{'Hypermetropia': 0.2}, {'Ventricular septal defect': 0.4}, {'Specific learning disability': 0.7}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
65062	TMEM237	542	1.62	[{'HP:0000347': 0.2}, {'HP:0001629': 0.2}, {'HP:0000343': 0.3}, {'HP:0000369': 0.4}]	[{'Micrognathia': 0.2}, {'Ventricular septal defect': 0.2}, {'Long philtrum': 0.3}, {'Low-set ears': 0.4}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
112752	IFT43	543	1.62	[{'HP:0000540': 0.3}, {'HP:0000347': 0.4}, {'HP:0000369': 0.1}, {'HP:0000476': 0.5}]	[{'Hypermetropia': 0.3}, {'Micrognathia': 0.4}, {'Low-set ears': 0.1}, {'Cystic hygroma': 0.5}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
23592	LEMD3	544	1.62	[{'HP:0000347': 0.2}, {'HP:0000819': 0.3}, {'HP:0001508': 0.2}, {'HP:0001328': 0.4}]	[{'Micrognathia': 0.2}, {'Diabetes mellitus': 0.3}, {'Failure to thrive': 0.2}, {'Specific learning disability': 0.4}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
54101	RIPK4	545	1.62	[{'HP:0000347': 0.5}, {'HP:0000369': 0.5}, {'HP:0000476': 0.1}]	[{'Micrognathia': 0.5}, {'Low-set ears': 0.5}, {'Cystic hygroma': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
1822	ATN1	546	1.61	[{'HP:0001629': 0.2}, {'HP:0000343': 0.3}, {'HP:0000369': 0.4}, {'HP:0000476': 0.1}]	[{'Ventricular septal defect': 0.2}, {'Long philtrum': 0.3}, {'Low-set ears': 0.4}, {'Cystic hygroma': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
27086	FOXP1	547	1.61	[{'HP:0000540': 0.3}, {'HP:0000819': 0.3}, {'HP:0001629': 0.1}, {'HP:0001508': 0.3}, {'HP:0000369': 0.1}]	[{'Hypermetropia': 0.3}, {'Diabetes mellitus': 0.3}, {'Ventricular septal defect': 0.1}, {'Failure to thrive': 0.3}, {'Low-set ears': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
1278	COL1A2	548	1.61	[{'HP:0000540': 0.1}, {'HP:0000347': 0.5}, {'HP:0001629': 0.1}, {'HP:0001328': 0.1}]	[{'Hypermetropia': 0.1}, {'Micrognathia': 0.5}, {'Ventricular septal defect': 0.1}, {'Specific learning disability': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
2717	GLA	549	1.61	[{'HP:0011723': 0.1}, {'HP:0000540': 0.1}, {'HP:0001629': 0.3}, {'HP:0000343': 0.1}, {'HP:0001195': 0.3}]	[{'Congenital malformation of the right heart': 0.1}, {'Hypermetropia': 0.1}, {'Ventricular septal defect': 0.3}, {'Long philtrum': 0.1}, {'Single umbilical artery': 0.3}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
3476	IGBP1	550	1.61	[{'HP:0000347': 0.1}, {'HP:0001629': 0.4}, {'HP:0000369': 0.5}, {'HP:0000476': 0.1}]	[{'Micrognathia': 0.1}, {'Ventricular septal defect': 0.4}, {'Low-set ears': 0.5}, {'Cystic hygroma': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
7048	TGFBR2	551	1.61	[{'HP:0011723': 0.1}, {'HP:0000540': 0.1}, {'HP:0000347': 0.4}, {'HP:0001629': 0.1}]	[{'Congenital malformation of the right heart': 0.1}, {'Hypermetropia': 0.1}, {'Micrognathia': 0.4}, {'Ventricular septal defect': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
6736	SRY	552	1.61	[{'HP:0000540': 0.1}, {'HP:0000347': 0.2}, {'HP:0001508': 0.1}, {'HP:0000369': 0.2}, {'HP:0000476': 0.1}, {'HP:0001328': 0.5}]	[{'Hypermetropia': 0.1}, {'Micrognathia': 0.2}, {'Failure to thrive': 0.1}, {'Low-set ears': 0.2}, {'Cystic hygroma': 0.1}, {'Specific learning disability': 0.5}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
372	ARCN1	553	1.6	[{'HP:0000540': 0.1}, {'HP:0000347': 0.6}, {'HP:0001629': 0.3}, {'HP:0001508': 0.2}]	[{'Hypermetropia': 0.1}, {'Micrognathia': 0.6}, {'Ventricular septal defect': 0.3}, {'Failure to thrive': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
64093	SMOC1	554	1.6	[{'HP:0000347': 0.2}, {'HP:0001508': 0.2}, {'HP:0000343': 0.3}, {'HP:0000369': 0.4}]	[{'Micrognathia': 0.2}, {'Failure to thrive': 0.2}, {'Long philtrum': 0.3}, {'Low-set ears': 0.4}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
30008	EFEMP2	555	1.6	[{'HP:0000347': 0.4}, {'HP:0001629': 0.1}, {'HP:0000369': 0.3}, {'HP:0001195': 0.1}]	[{'Micrognathia': 0.4}, {'Ventricular septal defect': 0.1}, {'Low-set ears': 0.3}, {'Single umbilical artery': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
51322	WAC	556	1.6	[{'HP:0000540': 0.4}, {'HP:0001629': 0.3}, {'HP:0000369': 0.2}, {'HP:0000476': 0.1}]	[{'Hypermetropia': 0.4}, {'Ventricular septal defect': 0.3}, {'Low-set ears': 0.2}, {'Cystic hygroma': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
55215	FANCI	557	1.6	[{'HP:0000540': 0.1}, {'HP:0000347': 0.2}, {'HP:0001629': 0.3}, {'HP:0001508': 0.1}, {'HP:0000476': 0.1}]	[{'Hypermetropia': 0.1}, {'Micrognathia': 0.2}, {'Ventricular septal defect': 0.3}, {'Failure to thrive': 0.1}, {'Cystic hygroma': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
57514	ARHGAP31	558	1.6	[{'HP:0011723': 0.1}, {'HP:0000347': 0.1}, {'HP:0001629': 0.5}, {'HP:0001508': 0.2}]	[{'Congenital malformation of the right heart': 0.1}, {'Micrognathia': 0.1}, {'Ventricular septal defect': 0.5}, {'Failure to thrive': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
